epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
52,11596.9,0.77222,0.73731,1.20655,0.89945,0.74912,0.83043,0.70575,0.61033,0.59343,1.06992,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,11806.7,0.76838,0.73381,1.2057,0.90018,0.75299,0.83068,0.70648,0.60951,0.59222,1.06929,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,12017.6,0.76581,0.72936,1.2039,0.89761,0.75704,0.82993,0.707,0.60857,0.59011,1.06828,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,12227.7,0.76416,0.7222,1.20068,0.89605,0.75841,0.83072,0.7074,0.60849,0.58821,1.06797,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,12438.4,0.76214,0.72564,1.20222,0.89574,0.75833,0.83208,0.70759,0.60785,0.58741,1.06746,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,12660.8,0.76233,0.7158,1.19794,0.81371,0.78471,0.83091,0.70777,0.60745,0.58744,1.06697,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,12876,0.75653,0.71233,1.19701,0.82267,0.78089,0.83118,0.70745,0.60672,0.58601,1.06623,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,13086.9,0.75415,0.70575,1.19465,0.83371,0.77461,0.83203,0.70884,0.60628,0.58395,1.06581,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,13299.8,0.75242,0.70638,1.19399,0.84197,0.77185,0.83232,0.70887,0.60533,0.58319,1.06517,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,13513.6,0.74959,0.70375,1.192,0.84302,0.77301,0.83233,0.70898,0.60495,0.58308,1.06454,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,13724.6,inf,0.70175,1.19232,0.84796,0.76912,0.83304,0.70963,0.60427,0.58215,1.06436,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,13935.3,0.74173,0.69261,1.18775,0.8543,0.76088,0.82874,0.70931,0.60378,0.58009,1.06373,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,14145.7,0.74062,0.68915,1.18644,0.85905,0.7643,0.83402,0.71063,0.60318,0.5783,1.06281,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,14356.7,0.73586,0.68131,1.18456,0.85734,0.76779,0.83435,0.71151,0.60237,0.57702,1.06209,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,14565.6,0.73536,0.67675,1.1819,0.85937,0.76758,0.8349,0.71167,0.60125,0.57558,1.0612,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,14776.9,0.73412,0.67277,1.18125,0.85587,0.77489,0.83586,0.71368,0.60017,0.57402,1.0601,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,15000,0.72999,0.6727,1.18006,0.85654,0.77486,0.83626,0.71419,0.59974,0.57273,1.05953,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,15222.9,0.7308,0.67262,1.18065,0.85268,0.76602,0.83197,0.71428,0.59906,0.57255,1.05905,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,15441,0.72418,0.66522,1.176,0.85356,0.76692,0.83245,0.71475,0.59819,0.57099,1.05824,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,15664.2,0.72109,0.65504,1.17413,0.85325,0.76527,0.83248,0.71519,0.59754,0.56933,1.05759,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,15886.3,0.72083,0.65773,1.17319,0.85818,0.76371,0.83257,0.71522,0.59659,0.56832,1.0569,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,16109,0.71174,0.64838,1.16796,0.84935,0.76955,0.8317,0.71545,0.59631,0.56731,1.05674,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,16331.4,0.7171,0.65033,1.17123,0.85226,0.768,0.83241,0.71651,0.59607,0.56572,1.05636,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,16558.1,0.71081,0.63974,1.16871,0.86043,0.76424,0.83315,0.71753,0.59604,0.56483,1.0564,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,16779.3,0.70696,0.63027,1.16539,0.85732,0.7668,0.83287,0.71797,0.59581,0.56344,1.05645,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,17004.1,0.70593,0.63432,1.16334,0.85707,0.76848,0.83285,0.71856,0.59535,0.56227,1.05584,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,17228.3,0.70356,0.62916,1.16093,0.85766,0.76986,0.83331,0.71877,0.59479,0.56165,1.05546,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,17457.3,0.70002,0.6207,1.16045,0.85646,0.76912,0.83372,0.71958,0.59426,0.56104,1.05513,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,17681.4,0.69581,0.61838,1.15692,0.85628,0.76865,0.83423,0.72018,0.59433,0.55973,1.0551,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,17907.7,0.69077,0.61543,1.15565,0.8579,0.76869,0.83482,0.72024,0.59406,0.55824,1.05503,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,18137.4,0.68971,0.60576,1.15267,0.85736,0.76771,0.8353,0.72127,0.59377,0.55652,1.05485,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,18362.5,0.68549,0.60414,1.14983,0.85801,0.76538,0.83574,0.72177,0.59301,0.55422,1.05428,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,18591.3,0.6808,0.60135,1.14689,0.86051,0.76494,0.83674,0.72192,0.59234,0.55308,1.05367,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,18815.8,0.67772,0.59532,1.14608,0.86667,0.76125,0.83692,0.72255,0.59174,0.55159,1.05319,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,19040.5,0.67679,0.58992,1.14596,0.86268,0.76589,0.83724,0.72341,0.59092,0.5499,1.05271,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,19265.1,0.67045,0.5864,1.14208,0.86426,0.76489,0.83694,0.7236,0.59054,0.54896,1.05251,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,19486.3,0.66895,0.58237,1.14016,0.86771,0.76272,0.84106,0.72442,0.58984,0.54807,1.05214,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,19712.9,0.66565,0.5776,1.13808,0.86812,0.76378,0.84099,0.72487,0.58909,0.54714,1.05133,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,19944.6,0.66142,0.57307,1.1356,0.86197,0.76675,0.84057,0.72567,0.58902,0.54737,1.05137,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,20184.5,0.57104,0.3899,1.11016,0.86255,0.76507,0.84137,0.72615,0.58822,0.54598,1.05071,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,20404.4,0.55382,0.37194,1.09687,0.86162,0.76656,0.84124,0.72653,0.58679,0.54484,1.04974,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,20624,0.55038,0.36378,1.09188,0.86238,0.76705,0.84167,0.72676,0.58572,0.54335,1.04901,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,20841.9,0.54236,0.35482,1.08705,0.86754,0.76623,0.8427,0.72772,0.58471,0.54132,1.04812,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,21060.5,0.53346,0.34889,1.0805,0.86867,0.76649,0.84284,0.72825,0.58347,0.53991,1.04721,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,21278.2,0.52728,0.34117,1.07504,0.87007,0.76704,0.84301,0.72838,0.58193,0.5374,1.04632,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,21500.4,0.52141,0.33752,1.07004,0.86822,0.7677,0.84216,0.72873,0.58061,0.53653,1.04538,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,21721.4,0.51263,0.33054,1.06209,0.86758,0.76887,0.84259,0.72893,0.57925,0.53553,1.04426,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,21944.4,0.50726,0.32476,1.05968,0.86508,0.76813,0.84322,0.72978,0.57806,0.53479,1.04358,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,22163.2,0.50365,0.32167,1.05603,0.87198,0.76546,0.84371,0.73067,0.57722,0.53412,1.04306,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
