epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
12,3485.84,0.83743,0.74061,1.18022,0.89199,0.85171,0.92588,0.79541,0.58085,0.54547,1.01383,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,3795.96,0.82194,0.72524,1.16968,0.87427,0.8699,0.9238,0.79765,0.56903,0.53728,1.00956,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,4039.95,0.81786,0.71376,1.16839,0.90678,0.85342,0.93164,0.80348,0.55946,0.52111,0.99892,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,4285.09,0.80673,0.69296,1.15953,0.91834,0.85524,0.93424,0.81133,0.54924,0.5039,0.99127,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,4529.01,0.80335,0.6881,1.15862,0.9153,0.86984,0.93615,0.81358,0.54495,0.49225,0.98947,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,4774.09,0.79436,0.67536,1.15124,0.90295,0.89218,0.94237,0.82283,0.54203,0.4742,0.98542,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,5017.44,0.79113,0.66397,1.1501,0.93069,0.86137,0.94568,0.8279,0.53322,0.46758,0.97859,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,5263.75,0.7831,0.65966,1.14725,0.92609,0.8647,0.94303,0.82687,0.53042,0.46588,0.9785,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,5521.04,0.77621,0.65077,1.14188,0.91702,0.87637,0.94353,0.82864,0.52243,0.46322,0.9725,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,5790.95,0.77625,0.64293,1.14218,0.91114,0.88137,0.94262,0.82965,0.52034,0.45927,0.97103,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,6053.49,0.77261,0.63617,1.13861,0.9277,0.87263,0.94466,0.83424,0.5182,0.45494,0.96861,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,6316.09,0.76491,0.63098,1.13656,0.92518,0.87552,0.94631,0.83637,0.51776,0.45071,0.96742,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,6589.25,0.7629,0.62372,1.13601,0.92633,0.87521,0.94877,0.83753,0.51562,0.44467,0.96543,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,6872.15,0.75662,0.61857,1.131,0.90318,0.89973,0.95025,0.83809,0.51392,0.44099,0.9635,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,7159.78,0.75466,0.61681,1.12985,0.92641,0.88256,0.95077,0.83868,0.51185,0.4363,0.96194,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,7445.48,0.75332,0.60998,1.12785,0.91972,0.89218,0.95127,0.84036,0.50988,0.43305,0.96049,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,7742.89,0.74818,0.60648,1.12557,0.92191,0.89255,0.95137,0.84002,0.5078,0.43077,0.95891,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,8079.28,0.74433,0.59875,1.12309,0.92161,0.8929,0.95154,0.84263,0.507,0.42943,0.95824,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,8326.4,0.74094,0.59711,1.12041,0.92562,0.88933,0.95203,0.84339,0.50584,0.42913,0.95728,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,8571.71,0.73828,0.58956,1.12026,0.927,0.8906,0.95233,0.8442,0.50487,0.42796,0.95646,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,8818.38,0.73402,0.59064,1.11898,0.92709,0.88853,0.95255,0.8444,0.50373,0.42667,0.95521,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,9073.28,0.72907,0.58383,1.11426,0.92848,0.88913,0.95283,0.84572,0.50333,0.42635,0.95503,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,9333.1,0.72862,0.57603,1.11462,0.93365,0.88682,0.95315,0.846,0.50264,0.4261,0.95464,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,9583.19,0.72791,0.57912,1.11411,0.92979,0.88796,0.95336,0.8461,0.50204,0.4249,0.95419,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,9829.09,0.72314,0.57142,1.11124,0.93209,0.88377,0.95364,0.84634,0.50114,0.42533,0.95341,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,10071.1,0.71986,0.5668,1.10958,0.9322,0.88282,0.95408,0.84639,0.5005,0.42485,0.95299,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,10314.1,0.71565,0.561,1.10575,0.93366,0.88325,0.95386,0.84652,0.49939,0.42463,0.95219,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,10555.6,0.71702,0.55727,1.10554,0.92968,0.88389,0.95373,0.84697,0.49762,0.42373,0.95069,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,10796.5,0.7139,0.5624,1.10506,0.92963,0.88406,0.95354,0.84802,0.49569,0.4231,0.94966,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,11042.2,0.71217,0.55514,1.10522,0.92662,0.88491,0.95347,0.84877,0.49511,0.42232,0.94927,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,11298.5,0.70789,0.5553,1.10205,0.92764,0.88486,0.95346,0.84814,0.49433,0.42224,0.94885,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,11554.1,0.70522,0.55113,1.10112,0.92874,0.88586,0.95339,0.84844,0.49311,0.42148,0.94793,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,11809.7,0.7044,0.54947,1.10067,0.92693,0.88949,0.9529,0.84826,0.49174,0.42139,0.94668,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,12067.1,0.70233,0.54529,1.09956,0.92661,0.89007,0.95291,0.84946,0.49094,0.42151,0.94604,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,12321.4,0.69511,0.5384,1.0946,0.92799,0.88793,0.95276,0.84986,0.48931,0.4208,0.94499,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,12575.7,0.69567,0.54188,1.09617,0.93373,0.8834,0.95235,0.85035,0.48797,0.42103,0.94446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,12824.8,0.69598,0.5375,1.09505,0.93584,0.88204,0.95189,0.85096,0.4865,0.42146,0.94374,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,13078.3,0.69183,0.5334,1.09334,0.93779,0.881,0.95189,0.85037,0.48542,0.4217,0.94323,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,13331.5,0.68861,0.52678,1.09188,0.93436,0.88478,0.95187,0.85115,0.48446,0.42063,0.94282,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,13585.5,0.68565,0.52315,1.08887,0.93825,0.87945,0.95185,0.85219,0.48361,0.41971,0.94241,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,13840.9,0.68161,0.51747,1.08856,0.93845,0.87921,0.95181,0.85246,0.48272,0.41876,0.94195,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,14095,0.68098,0.51474,1.08674,0.9394,0.87839,0.95214,0.85293,0.48149,0.41833,0.94134,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,14345.8,0.68069,0.52051,1.08742,0.91848,0.89866,0.95229,0.85326,0.48118,0.41817,0.94116,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,14599.9,0.67554,0.50929,1.08438,0.91853,0.89769,0.95188,0.85337,0.48079,0.41837,0.94058,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,14851.1,0.67666,0.51126,1.08369,0.91966,0.89637,0.95193,0.854,0.48054,0.41797,0.94037,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,15107.2,0.66851,0.50256,1.07893,0.92279,0.8951,0.95203,0.8547,0.47951,0.41706,0.93962,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,15364.6,0.67083,0.50319,1.08104,0.9238,0.89501,0.95216,0.8543,0.47964,0.41765,0.93952,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,15614.6,0.67026,0.50074,1.0798,0.92611,0.89152,0.95245,0.85503,0.47919,0.41728,0.93921,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,15864.6,0.66353,0.49742,1.07872,0.93084,0.8882,0.95218,0.85544,0.4781,0.41651,0.93874,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,16116.2,0.66292,0.4978,1.07547,0.93424,0.88532,0.95214,0.85555,0.47765,0.41651,0.93892,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,16370.3,0.65866,0.49074,1.07464,0.92172,0.89668,0.95199,0.8552,0.4771,0.41502,0.93885,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,16624.9,0.65668,0.48902,1.07301,0.92197,0.89753,0.95176,0.85546,0.47638,0.41428,0.93837,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,16878.2,0.65425,0.48283,1.0726,0.91498,0.90398,0.95139,0.85535,0.47594,0.41424,0.93806,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,17128.4,0.65201,0.48317,1.07053,0.91721,0.90348,0.95131,0.85567,0.4751,0.41271,0.93765,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,17377.6,0.65072,0.47928,1.07048,0.93834,0.88266,0.95103,0.85588,0.47488,0.413,0.93794,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,17623.2,0.64571,0.47453,1.06827,0.93848,0.88164,0.95089,0.85637,0.47449,0.41314,0.9384,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,17877.1,0.64279,0.47117,1.06625,0.93516,0.88431,0.95143,0.85705,0.47394,0.41157,0.93844,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,18132.2,0.63651,0.46874,1.06312,0.93569,0.88544,0.95146,0.85729,0.47351,0.41182,0.93855,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,18386.6,0.63548,0.46587,1.06121,0.93791,0.88564,0.95184,0.8584,0.4724,0.40909,0.93751,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,18641.6,0.6346,0.46658,1.0627,0.93265,0.89343,0.95186,0.85851,0.47189,0.40921,0.93731,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,18895.5,0.63342,0.46115,1.0601,0.934,0.89245,0.95173,0.85868,0.47127,0.40923,0.93669,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,19150.4,0.62843,0.45834,1.05991,0.93539,0.89197,0.95182,0.85851,0.47059,0.40848,0.93589,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,19407.8,0.62488,0.45444,1.05774,0.93436,0.89296,0.95174,0.85958,0.47005,0.4084,0.93559,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,19662.5,0.62294,0.45151,1.05583,0.93544,0.89049,0.95155,0.85922,0.46964,0.40856,0.93519,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,19915.9,0.62118,0.44478,1.05393,0.93791,0.89086,0.95158,0.86049,0.46945,0.40803,0.93501,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,20167.3,0.61581,0.44413,1.05283,0.93836,0.89202,0.95157,0.86067,0.46934,0.40881,0.93506,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,20424.2,0.61608,0.44058,1.05155,0.93597,0.89378,0.95143,0.86054,0.46953,0.40927,0.93541,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,20678,0.60867,0.43625,1.04954,0.93556,0.89265,0.95143,0.86061,0.46933,0.40998,0.93523,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,20930,0.60491,0.43094,1.04659,0.93752,0.8926,0.95146,0.86073,0.46928,0.41075,0.93513,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,21186.6,0.604,0.43019,1.04561,0.93618,0.89247,0.95126,0.85984,0.46943,0.41208,0.93539,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,21443.7,0.60224,0.42713,1.04448,0.93624,0.89242,0.95125,0.86086,0.47011,0.41252,0.93631,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,21697.9,0.59699,0.42134,1.04248,0.93413,0.892,0.95106,0.85999,0.46963,0.4136,0.93617,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,21949.6,0.59329,0.4173,1.03944,0.93199,0.8915,0.95081,0.86067,0.46989,0.4153,0.93639,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,22204.6,0.59108,0.41931,1.04083,0.94106,0.88623,0.95096,0.86111,0.46985,0.41422,0.93628,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,22459.3,0.58884,0.41366,1.03672,0.93942,0.88867,0.95092,0.86019,0.47014,0.41396,0.93674,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,22714.2,0.58331,0.41126,1.03482,0.93409,0.89361,0.95108,0.86031,0.47043,0.41387,0.9371,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,22965.5,0.58166,0.40863,1.03463,0.93612,0.89235,0.95131,0.8607,0.4706,0.41413,0.93738,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,23220.7,0.57737,0.40346,1.03255,0.9349,0.89267,0.95159,0.86158,0.4705,0.41525,0.9374,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,23474.9,0.57157,0.39808,1.03044,0.93468,0.89325,0.95192,0.86206,0.47014,0.41476,0.93696,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,23746,0.50388,0.28291,1.0045,0.9347,0.89346,0.95213,0.86236,0.46967,0.41517,0.93675,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,24002.3,0.48742,0.26936,0.99406,0.93466,0.89518,0.95206,0.86221,0.46906,0.41604,0.93632,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,24254.2,0.47927,0.2641,0.98667,0.93576,0.89529,0.95209,0.86276,0.46844,0.41635,0.93608,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,24508,0.47182,0.25893,0.98254,0.93626,0.89658,0.95177,0.86324,0.46811,0.41702,0.93583,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,24763.7,0.4646,0.25403,0.978,0.93628,0.89606,0.95196,0.86323,0.46752,0.41693,0.93555,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,25018.8,0.45706,0.24916,0.97467,0.9364,0.89314,0.95228,0.86445,0.46704,0.41644,0.93547,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,25267,0.45229,0.24622,0.9711,0.93893,0.8919,0.95209,0.8646,0.46646,0.41642,0.93535,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,25519.9,0.44775,0.242,0.96822,0.93851,0.89207,0.95152,0.86359,0.4664,0.41762,0.93555,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,25780.2,0.44068,0.23798,0.96388,0.93902,0.89136,0.95117,0.86458,0.46591,0.41913,0.93515,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,26037.3,0.4355,0.23568,0.95979,0.93533,0.89257,0.95107,0.86494,0.46566,0.42004,0.9353,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
